,nsf_proposal_links_v1,title,synopsis
125,https://www.nsf.gov/pubs/2013/nsf13502/nsf13502.htm,Cyber-Physical Systems,Cyber-physical systems (CPS) are engineered systems that are built from and depend upon the synergy of computational and physical components.
126,https://www.nsf.gov/pubs/2005/nsf05628/nsf05628.htm,Innovation and Organizational Change (IOC),"The Innovation and Organizational Change (IOC) program supports scientific research directed at advancing understanding of how individuals, groups and/or institutional arrangements contribute to functioning, effectiveness and innovation in organizations. Research may involve industrial, educational, service, government, nonprofit and/or voluntary organizations or interorganizational arrangements. IOC-funded research must be relevant to an operational or applied context, grounded in theory and generalizable."
127,https://www.nsf.gov/pubs/2004/nsf04581/nsf04581.htm,Innovation and Organizational Change (IOC),"The Innovation and Organizational Change (IOC) program seeks to create and apply fundamental new knowledge with the aim of improving the effectiveness of the design, administration, and management of organizations, including industrial, educational, service, government, nonprofit and voluntary organizations. Additionally, the program seeks a better understanding of how teamwork, coordination, and institutional arrangements contribute to innovation. The program encourages dissemination of knowledge gained from research to organizations and institutions that can implement reforms based on what has been learned."
128,https://www.nsf.gov/pubs/2005/nsf05504/nsf05504.htm,University-Industry Cooperative Research Programs in the Mathematical Sciences (UICRP),"Technical innovations flourish through a symbiotic relationship between academia and industry. The mathematical sciences provide the foundation for the scientific progress that generates technical innovations. It is in the national interest to provide more opportunities for mathematical scientists to have the experience of conducting research in an industrial environment and for industrial scientists to return periodically to academia, to acquire new knowledge, and to move it efficiently into technology. The Division of Mathematical Sciences (DMS) supports this relationship through the university-industry postdoctoral research fellowships, university-industry senior research fellowships, industry-based graduate research assistantships, and industry-based graduate cooperative fellowships described in this solicitation."
129,https://www.nsf.gov/pubs/2006/nsf06610/nsf06610.htm,Innovation and Organizational Change,"The Innovation and Organizational Change (IOC) program supports scientific research directed at advancing understanding of innovation and organizational phenomena. Levels of analysis may include (but are not limited to) individuals, groups and/or institutional arrangements. Research may involve industrial, educational, service, government, not-for-profits, voluntary organizations or interorganizational arrangements."
130,https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,Advanced Technological Education,"With a focus on two-year Institutions of Higher Education (IHEs), the Advanced Technological Education (ATE) program supports the education of technicians for the high-technology fields that drive our nation's economy. The program involves partnerships between academic institutions (grades 7-12, IHEs), industry, and economic development agencies to promote improvement in the education of science and engineering technicians at the undergraduate and secondary institution school levels. The ATE program supports curriculum development; professional development of college faculty and secondary school teachers; career pathways; and other activities. The program invites applied research proposals that advance the knowledge base related to technician education. It is required that projects be faculty driven and that courses and programs are credit bearing, although materials developed may also be used for incumbent worker education."
131,https://www.nsf.gov/pubs/2014/nsf14519/nsf14519.htm,Expeditions in Computing,"The far-reaching impact and rate of innovation in the computing and information disciplines has been remarkable, generating economic prosperity and enhancing the quality of life for people throughout the world."
132,https://www.nsf.gov/pubs/2016/nsf16535/nsf16535.htm,Expeditions in Computing,"The far-reaching impact and rate of innovation in the computing and information disciplines has been remarkable, generating economic prosperity and enhancing the quality of life for people throughout the world."
133,https://www.nsf.gov/pubs/2012/nsf12543/nsf12543.htm,Small-Business/ ERC Collaborative Opportunity:,"This opportunity aims to facilitate the translation of NSF's technology investments in Engineering Research Centers and in Small Business Innovation Research and Small Business Technology Transfer projects into the market place. Furthermore, in instances where an ERC is funded with a mission to support the public good through the implementation of critical public engineering systems, this includes facilitating implementations that realize the intended public benefit."
134,https://www.nsf.gov/pubs/2012/nsf12580/nsf12580.htm,Information and Intelligent Systems (IIS): Core Programs,"CISE's Division of Information and Intelligent Systems (IIS) supports research and education projects that develop new knowledge in three core programs:The Human-Centered Computing program;The Information Integration and Informatics program; andThe Robust Intelligence program.IIS is also responsible for managing the review process for proposals in Computer Graphics and Visualization; these proposals may be submitted to any of the three core programs described above.Proposers are invited to submit proposals in three project classes, which are defined as follows:Small Projects - up to $500,000 total budget with durations up to three years;Medium Projects - $500,001 to $1,200,000 total budget with durations up to four years; andLarge Projects - $1,200,001 to $3,000,000 total budget with durations up to five years.A more complete description of the three project classes can be found in section II. Program Description of this document.CISE investments in Small, Medium and Large projects complement the Directorate's investments in the Expeditions in Computing program, https://www.nsf.gov/funding/pgm_summ.jsp?pims_id=503169, where projects are funded at levels of up to $10,000,000 total for durations up to 5 years."
135,https://www.nsf.gov/pubs/2011/nsf11556/nsf11556.htm,Information and Intelligent Systems (IIS): Core Programs (nsf11556),CISE's Division of Information and Intelligent Systems (IIS) supports research and education projects that develop new knowledge in three core programs:
136,http://www.nsf.gov/pubs/2006/nsf06504/nsf06504.htm,"George E. Brown, Jr. Network for Earthquake Engineering Simulation Research (NEESR)","The Division of Civil and Mechanical Systems (CMS) in the Directorate for Engineering (ENG) of the National Science Foundation (NSF) invites proposals for research that utilize the George E. Brown, Jr. Network for Earthquake Engineering Simulation (NEES) to advance earthquake loss reduction. NEES is a national, shared use experimental resource for advancing knowledge and technology to improve the design and performance of the nation's civil infrastructure when subjected to earthquake excitation and tsunamis. NEES comprises a network of 15 earthquake engineering experimental equipment sites, available for experimentation on-site or in the field and through telepresence. NEES equipment sites include shake tables, geotechnical centrifuges, a tsunami wave basin, unique large-scale testing laboratory facilities, and mobile and permanently installed field equipment. The NEES networking cyberinfrastructure, known as NEESgrid, connects, via Internet2, the equipment sites as well as provides telepresence, a curated central data repository, simulation tools, and collaborative tools for facilitating on-line planning, execution, and post-processing of experiments. Through NSF funding, NEES Consortium, Inc. (NEESinc), operates the NEES infrastructure (equipment sites and NEESgrid); coordinates education, outreach and training activities for NEES; develops partnerships nationally and internationally to enhance the capabilities of and participation in NEES; and establishes community-based policies for facilities sharing and data archiving and sharing. Projects proposed and funded under this solicitation must utilize one or more of the NEES equipment sites and the NEESgrid cyberinfrastructure operated by NEESinc. Proposals may be submitted in three categories: Grand Challenge, Small Group, and Individual Investigator."
137,https://www.nsf.gov/pubs/2011/nsf11566/nsf11566.htm,"George E. Brown, Jr. Network for Earthquake Engineering Simulation Research","The Division of Civil, Mechanical and Manufacturing Innovation (CMMI) in the Directorate for Engineering (ENG) of the National Science Foundation (NSF) invites proposals for research that uses the George E. Brown, Jr. Network for Earthquake Engineering Simulation (NEES) to advance knowledge, discovery, and innovation for (1) earthquake and tsunami loss reduction of our nation's civil infrastructure, and (2) new experimental simulation techniques and instrumentation for NEES. NEES comprises a network of 14 earthquake engineering experimental equipment sites available for experimentation on-site or in the field and through telepresence. NEES equipment sites include shake tables, geotechnical centrifuges, a tsunami wave basin, unique large-scale testing laboratory facilities, and mobile and permanently installed field equipment. The NEEShub cyberinfrastructure connects, via Internet2, the equipment sites as well as provides telepresence; a curated central data repository known as the NEES Project Warehouse; simulation tools; collaborative tools for facilitating on-line planning, execution, and post-processing of experiments; and the NEES Academy for education and outreach. Projects proposed and supported under this solicitation must require significant use of one or more of the NEES equipment sites listed at http://www.nees.org and the related cyberinfrastructure and/or require significant reuse of data curated and archived in the NEES Project Warehouse at http://nees.org/warehouse. Proposals that seek new scientific inquiry through reuse of data curated and archived in the NEES Project Warehouse, either alone or in combination with use of the NEES equipment site(s), will be considered."
138,https://www.nsf.gov/pubs/2011/nsf11512/nsf11512.htm,"George E. Brown, Jr. Network for Earthquake Engineering Simulation Research (NEESR) (nsf11512)","The Division of Civil, Mechanical and Manufacturing Innovation (CMMI)"
139,https://www.nsf.gov/pubs/2007/nsf07506/nsf07506.htm,"George E. Brown, Jr. Network for Earthquake Engineering Simulation Research","The Division of Civil, Mechanical, and Manufacturing Innovation (CMMI)"
140,https://www.nsf.gov/pubs/2008/nsf08574/nsf08574.htm,"George E. Brown, Jr. Network for Earthquake Engineering Simulation Operations","The Division of Civil, Mechanical and Manufacturing Innovation (CMMI) in the Directorate for Engineering (ENG) of the National Science Foundation (NSF) is soliciting proposals for network-wide leadership, management, operations, and maintenance of the George E. Brown, Jr. Network for Earthquake Engineering Simulation (NEES) from October 1, 2009 through September 30, 2014.  NEES is a NSF-supported shared resource of experimental facilities and cyberinfrastructure for research and education to advance knowledge discovery and innovation to reduce losses from earthquakes.  The NEES experimental infrastructure comprises a network of 15 earthquake engineering equipment sites, located at universities across the United States, available for testing on-site, in the field, or through telepresence.  The NEES equipment sites include shake tables, geotechnical centrifuges, a tsunami wave basin, unique large-scale testing laboratories, and mobile and permanently installed field equipment.  The NEES cyberinfrastructure connects the equipment sites, via Internet2, and provides data curation and a curated central data repository; telepresence; simulation, computational, data visualization, and collaborative tools; hybrid (coupled computational and physical) simulation and multi-site hybrid simulation capabilities; user support services; middleware; and a cybersecurity framework."
141,https://www.nsf.gov/pubs/2005/nsf05527/nsf05527.htm,"George E. Brown, Jr. Network for Earthquake Engineering Simulation Research (NEESR)",The Division of Civil and Mechanical Systems in the Directorate
142,https://www.nsf.gov/pubs/2003/nsf03589/nsf03589.htm,"George E. Brown, Jr. Network for Earthquake Engineering Simulation Research",The Division of Civil and Mechanical Systems (CMS) in the Directorate
143,https://www.nsf.gov/pubs/2013/nsf13537/nsf13537.htm,"George E. Brown, Jr. Network for Earthquake Engineering Simulation Operations FY 2015-FY 2019","The George E. Brown, Jr. Network for Earthquake Engineering Simulation (NEES) was established by the National Science Foundation (NSF) as a multi-user, research infrastructure for earthquake engineering research, innovation, and education through a facility construction phase during 2000-2004, followed by operations of the infrastructure to support research and education activities from October 2004 through September 2014."
144,https://www.nsf.gov/pubs/2011/nsf11545/nsf11545.htm,Division of Molecular and Cellular Biosciences: Investigator-initiated research projects,"The Division of Molecular and Cellular Biosciences (MCB) supports fundamental research and related activities designed to promote understanding of complex living systems at the molecular, subcellular, and cellular levels. The Division is soliciting proposals for hypothesis-driven and discovery research and related activities in four core clusters:"
145,https://www.nsf.gov/pubs/2011/nsf11523/nsf11523.htm,Advancing Theory in Biology,"The Biological Sciences Directorate invites submission of proposals that advance our conceptual and theoretical understanding of living systems. The Advancing Theory in Biology (ATB) solicitation supports the development of new theoretical approaches that will improve our understanding of general biological principles that account for phenomena that occur independently across levels of biological organization. Awards will not exceed a total of $750,000 over a three year period. This total includes all participants in collaborative projects."
146,https://www.nsf.gov/pubs/2007/nsf07556/nsf07556.htm,Advancing Theory in Biology,"The Biological Sciences Directorate invites submission of proposals that advance our conceptual and theoretical understanding of the dynamics of living systems. The emergence of complex biological phenomena from dynamic interactions among less complex elements is a central theme in modern biology, and it permeates inquiries at all levels of biological organization from macromolecules to ecosystems. Such interactions are typically non-linear, distributed, and often span many levels of biological organization. These properties limit the understanding that can be gained by traditional experimental analyses.  The program is designed to develop new conceptualizations and theoretical approaches to identify fundamental principles that traverse levels of biological complexity.  Proposals may vary in size (up to $250,000 per year) and duration (up to three years), in the number of investigators involved, and in the nature of collaborations."
147,https://www.nsf.gov/pubs/2017/nsf17519/nsf17519.htm,Integrative Strategies for Understanding Neural and Cognitive Systems,"The complexities of brain and behavior pose fundamental questions in many areas of science and engineering, drawing intense interest across a broad spectrum of disciplinary perspectives while eluding explanation by any one of them. Rapid advances within and across disciplines are leading to an increasingly interconnected fabric of theories, models, empirical methods and findings, and educational approaches, opening new opportunities to understand complex aspects of neural and cognitive systems through integrative multidisciplinary approaches."
148,https://www.nsf.gov/pubs/2003/nsf03537/nsf03537.htm,Ultra-High-Capacity Optical Communications:,"The National Science Foundation (NSF), through the"
149,https://www.nsf.gov/pubs/2003/nsf03519/nsf03519.html,NSF Funding Opportunity Document: National Nanotechnology Infrastructure Network (NNIN),"The National Science Foundation announces an open competition to establish a National Nanotechnology Infrastructure Network (NNIN) as an integrated national network of user facilities that will support the future infrastructure needs for research and education in the burgeoning nanoscale science and engineering field. The facilities comprising this network will be diverse both in capabilities and research areas served as well as in geographic locations, and the network will have the flexibility to grow or reconfigure as needs arise. The NNIN will broadly support nanotechnology activities outlined in the National Nanotechnology Initiative investment strategy. It will provide users across the nation access to leading-edge fabrication and characterization tools and instruments in support of nanoscale science and engineering research, develop and maintain advanced research infrastructure, contribute to the education and training of a new workforce skilled in nanotechnology and the latest laboratory techniques, conduct outreach to the science and engineering communities, and explore the social and ethical implications of nanotechnology."
150,https://www.nsf.gov/pubs/2006/nsf06595/nsf06595.htm,Active Nanostructures and Nanosystems,"The National Science Foundation (NSF) announces a program on collaborative research and education in the area of active nanostructures, nanosystems, and on the long-term societal change associated with these innovations.  Active nanostructures change or evolve their structure, property, or function during their operation.  The goal of this program is to support fundamental research and catalyze synergistic science and engineering research and education in several emerging areas of nanoscale science and engineering, including:"
151,https://www.nsf.gov/pubs/2005/nsf05610/nsf05610.htm,Active Nanostructures and Nanosystems (ANN),"The National Science Foundation (NSF) announces a program on collaborative research and education in the area of active nanostructures and nanosystems, and on the long-term social change associated with these innovations. The goal of this program is to support fundamental research and catalyze synergistic science and engineering research and education in several emerging areas of nanoscale science and technology, including: fundamental nanoscale phenomena and processes in active nanostructures; nanosystems with improved functionality and new architectures; hierarchical nanomanufacturing; and long-term societal and educational implications of scientific and technological advances on the nanoscale."
152,https://www.nsf.gov/pubs/2019/nsf19532/nsf19532.htm,Enabling Quantum Leap: Quantum Idea Incubator for Transformational Advances in Quantum Systems (QII - TAQS) (nsf19532) | NSF - National Science Foundation,"In 2016, the National Science Foundation (NSF) unveiled a set of ""Big Ideas,"" 10 bold, long-term research and process ideas that identify areas for future investment at the frontiers of science and engineering (see https://www.nsf.gov/news/special_reports/big_ideas/index.jsp). The Big Ideas represent unique opportunities to position our Nation at the cutting edge of global science and engineering leadership by bringing together diverse disciplinary perspectives to support convergence research. As such, when responding to this solicitation, even though proposals must be submitted to the Directorate for Mathematical & Physical Sciences/Office of Multidisciplinary Activities (MPS/OMA), once received, the proposals will be managed by a cross-disciplinary team of NSF Program Directors."
153,https://www.nsf.gov/pubs/2018/nsf18564/nsf18564.htm,Division of Physics: Investigator-Initiated Research Projects,The Division of Physics (PHY) supports physics research and the preparation of future scientists in the nation’s colleges and universities across a broad range of physics disciplines that span scales of space and time from the largest to the smallest and the oldest to the youngest.
154,https://www.nsf.gov/pubs/2016/nsf16596/nsf16596.htm,Condensed Matter and Materials Theory,"CMMT supports theoretical and computational materials research in the topical areas represented in DMR's core or individual investigator programs, which include: Condensed Matter Physics (CMP), Biomaterials (BMAT), Ceramics (CER), Electronic and Photonic Materials (EPM), Metals and Metallic Nanostructures (MMN), Polymers (POL), and Solid State and Materials Chemistry (SSMC). The program supports fundamental research that advances the conceptual understanding of hard and soft materials, and materials-related phenomena; the development of associated analytical, computational, and data-centric techniques; as well as predictive materials-specific theory, simulation, and modeling for materials research. The broad spectrum of research supported in CMMT includes first-principles, quantum many-body, statistical mechanics, classical and quantum Monte Carlo, and molecular dynamics methods. Computational efforts span from workstations to advanced and high-performance scientific computing. Emphasis is on approaches that begin at the smallest appropriate length scale, such as electronic, atomic, molecular, nano-, micro-, and mesoscale, required to yield fundamental insight into material properties, processes, and behavior, to predict new materials and states of matter, and to reveal new materials-related phenomena. Approaches that span multiple scales of length and time may be required to advance fundamental understanding of materials properties and phenomena, particularly for polymeric materials and soft matter. Examples of areas of recent interest appear in the program description."
155,https://www.nsf.gov/pubs/2020/nsf20510/nsf20510.htm,NSF Engineering - UKRI Engineering and Physical Sciences Research Council Lead Agency Opportunity,"The Directorate for Engineering (ENG), Division of Chemical, Bioengineering, Environmental, and Transport Systems (CBET), the Division of Civil, Mechanical and Manufacturing Innovation (CMMI), and the Division of Electrical, Communications and Cyber Systems (ECCS) of the National Science Foundation and the Engineering, ICT and Manufacturing the Future Themes of the UK Engineering and Physical Sciences Research Council (EPSRC) are pleased to announce the ENG-EPSRC Lead Agency Opportunity. The goal of this opportunity is to reduce some of the barriers that researchers currently encounter when working internationally. The ENG-EPSRC Lead Agency Opportunity will allow US and UK researchers to submit a single collaborative proposal that will undergo a single review process."
156,https://www.nsf.gov/pubs/2020/nsf20582/nsf20582.htm,Condensed Matter and Materials Theory (CMMT) (nsf20582) | NSF - National Science Foundation,"CMMT supports theoretical and computational materials research in the topical areas represented in DMR's Topical Materials Research Programs (these are also variously known as Individual Investigator Award (IIA) Programs, or Core Programs, or Disciplinary Programs), which include: Condensed Matter Physics (CMP), Biomaterials (BMAT), Ceramics (CER), Electronic and Photonic Materials (EPM), Metals and Metallic Nanostructures (MMN), Polymers (POL), and Solid State and Materials Chemistry (SSMC). The CMMT program supports fundamental research that advances conceptual understanding of hard and soft materials, and materials-related phenomena; the development of associated analytical, computational, and data-centric techniques; and predictive materials-specific theory, simulation, and modeling for materials research. First-principles electronic structure, quantum many-body and field theories, statistical mechanics, classical and quantum Monte Carlo, and molecular dynamics, are among the methods used in the broad spectrum of research supported in CMMT. Research may encompass the advance of new paradigms in materials research, including emerging data-centric approaches utilizing data-analytics or machine learning. Computational efforts span from the level of workstations to advanced and high-performance scientific computing. Emphasis is on approaches that begin at the smallest appropriate length scale, such as electronic, atomic, molecular, nano-, micro-, and mesoscale, required to yield fundamental insight into material properties, processes, and behavior, to predict new materials and states of matter, and to reveal new materials phenomena. Approaches that span multiple scales of length and time may be required to advance fundamental understanding of materials properties and phenomena, particularly for polymeric materials and soft matter. Areas of recent interest include, but are not limited to: strongly correlated electron systems; active matter; topological phases; low-dimensional materials and systems; quantum and classical non-equilibrium phenomena, the latter including pattern formation, materials growth, micro-structure evolution, fracture, and the jamming transition; gels; glasses; disordered materials, hard and soft; defects; high-temperature superconductivity; nanostructured materials and mesoscale phenomena; creation and manipulation of coherent quantum states; polymeric materials and soft condensed matter, biologically inspired materials, and research at the interface with biology."
157,https://www.nsf.gov/pubs/2010/nsf10577/nsf10577.htm,Frontiers in Earth System Dynamics,"The Earth is often characterized as ""dynamic"" because its systems are variable over space and time, and they can respond rapidly to multiple perturbations.  The goals of the Frontiers in Earth-System Dynamics (FESD) program are to: (1) foster an inter-disciplinary and multi-scale understanding of the interplay among and within the various sub-systems of the Earth, (2) catalyze research in areas poised for a major advance, (3) improve data resolution and modeling capabilities to more realistically simulate complex processes and forecast disruptive or threshold events, and (4) improve knowledge of the resilience of the Earth and its subsystems."
158,https://www.nsf.gov/pubs/2012/nsf12547/nsf12547.htm,Frontiers in Earth System Dynamics,"The Earth is often characterized as ""dynamic"" because its systems are variable over space and time, and they can respond rapidly to multiple perturbations."
159,https://www.nsf.gov/pubs/2006/nsf06588/nsf06588.htm,Critical Zone Observatories (CZO) (nsf06588),This solicitation calls for proposals to develop Critical Zone Observatories that
160,https://www.nsf.gov/pubs/2020/nsf20588/nsf20588.htm,"Division of Materials Research: Topical Materials Research Programs: Ceramics (CER), Electronic and Photonic Materials (EPM), Solid State and Materials Chemistry (SSMC)","Research supported by the Division of Materials Research (DMR) focuses on advancing fundamental understanding of materials, materials discovery, design, synthesis, characterization, properties, and materials-related phenomena. DMR awards enable understanding of the electronic, atomic, and molecular structures, mechanisms, and processes that govern nanoscale to macroscale morphology and properties; manipulation and control of these properties; discovery of emerging phenomena of matter and materials; and creation of novel design, synthesis, and processing strategies that lead to new materials with unique characteristics. These discoveries and advancements transcend traditional scientific and engineering disciplines. The Division supports research and education activities in the United States through funding of individual investigators, teams, centers, facilities, and instrumentation. Projects supported by DMR are essential for the development of future technologies and industries that meet societal needs, as well preparation of the next generation of materials researchers."
161,https://www.nsf.gov/pubs/2020/nsf20589/nsf20589.htm,"Division of Materials Research: Topical Materials Research Programs: Biomaterials (BMAT), Condensed Matter Physics (CMP), Metals and Metallic Nanostructures (MMN), Polymers (POL) (DMR-TMRP BMAT, CMP, MMN, POL) (nsf20589) | NSF - National Science Foundation","Research supported by the Division of Materials Research (DMR) focuses on advancing fundamental understanding of materials, materials discovery, design, synthesis, characterization, properties, and materials-related phenomena. DMR awards enable understanding of the electronic, atomic, and molecular structures, mechanisms, and processes that govern nanoscale to macroscale morphology and properties; manipulation and control of these properties; discovery of emerging phenomena of matter and materials; and creation of novel design, synthesis, and processing strategies that lead to new materials with unique characteristics. These discoveries and advancements transcend traditional scientific and engineering disciplines. The Division supports research and education activities in the United States through funding of individual investigators, teams, centers, facilities, and instrumentation. Projects supported by DMR are essential for the development of future technologies and industries that meet societal needs, as well preparation of the next generation of materials researchers."
162,https://www.nsf.gov/pubs/2019/nsf19516/nsf19516.htm,Designing Materials to Revolutionize and Engineer our Future (DMREF) (nsf19516) | NSF - National Science Foundation,"DMREF is the primary program by which NSF participates in the Materials Genome Initiative (MGI) for Global Competitiveness. MGI recognizes the importance of materials science and engineering to the well-being and advancement of society and aims to ""deploy advanced materials at least twice as fast as possible today, at a fraction of the cost."" MGI integrates materials discovery, development, property optimization, and systems design with a shared computational framework. This framework facilitates collaboration and coordination of research activities, analytical tools, experimental results, and critical evaluation in pursuit of the MGI goals. Consistent with the MGI Strategic Plan, DMREF highlights four sets of goals:"
163,https://www.nsf.gov/pubs/2018/nsf18500/nsf18500.htm,Condensed Matter and Materials Theory,"CMMT supports theoretical and computational materials research in the topical areas represented in DMR's Topical Materials Research Programs (these are also variously known as Individual Investigator Award (IIA) Programs, or Core Programs, or Disciplinary Programs), which include: Condensed Matter Physics (CMP), Biomaterials (BMAT), Ceramics (CER), Electronic and Photonic Materials (EPM), Metals and Metallic Nanostructures (MMN), Polymers (POL), and Solid State and Materials Chemistry (SSMC). The CMMT program supports fundamental research that advances conceptual understanding of hard and soft materials, and materials-related phenomena; the development of associated analytical, computational, and data-centric techniques; and predictive materials-specific theory, simulation, and modeling for materials research. First-principles electronic structure, quantum many-body and field theories, statistical mechanics, classical and quantum Monte Carlo, and molecular dynamics, are among the methods used in the broad spectrum of research supported in CMMT. Research may encompass the advance of new paradigms in materials research, including emerging data-centric approaches utilizing data-analytics or machine learning. Computational efforts span from the level of workstations to advanced and high-performance scientific computing. Emphasis is on approaches that begin at the smallest appropriate length scale, such as electronic, atomic, molecular, nano-, micro-, and mesoscale, required to yield fundamental insight into material properties, processes, and behavior, to predict new materials and states of matter, and to reveal new materials phenomena. Approaches that span multiple scales of length and time may be required to advance fundamental understanding of materials properties and phenomena, particularly for polymeric materials and soft matter. Areas of recent interest include, but are not limited to: strongly correlated electron systems; active matter; topological phases; low-dimensional materials and systems; quantum and classical nonequilibrium phenomena, the latter including pattern formation, materials growth, microstructure evolution, fracture, and the jamming transition; gels; glasses; disordered materials, hard and soft; defects; high-temperature superconductivity; nanostructured materials and mesoscale phenomena; creation and manipulation of coherent quantum states; polymeric materials and soft condensed matter, biologically inspired materials, and research at the interface with biology."
164,https://www.nsf.gov/pubs/2012/nsf12614/nsf12614.htm,Interdisciplinary Behavioral and Social Science Research (IBSS)(nsf12614),The Interdisciplinary Behavioral and Social Science Research (IBSS) competition promotes the conduct of interdisciplinary research by teams of investigators in the social and behavioral sciences.
165,https://www.nsf.gov/pubs/2016/nsf16608/nsf16608.htm,Smart and Autonomous Systems,"The Smart and Autonomous Systems (S&AS) program focuses on Intelligent Physical Systems (IPS) that are cognizant, taskable, reflective, ethical, and knowledge-rich. The S&AS program welcomes research on IPS that are aware of their capabilities and limitations, leading to long-term autonomy requiring minimal or no human operator intervention. Example IPS include, but are not limited to, robotic platforms and networked systems that combine computing, sensing, communication, and actuation. Cognizant IPS exhibit high-level awareness beyond primitive actions, in support of persistent and long-term autonomy. Taskable IPS can interpret high-level, possibly vague, instructions, translating them into concrete actions that are dependent on the particular context in which the IPS is operating."
166,https://www.nsf.gov/pubs/2009/nsf09559/nsf09559.htm,Social-Computational Systems,"The Social-Computational Systems (SoCS) program seeks to reveal new understanding about the properties that systems of people and computers together possess, and to develop a practical understanding of the purposeful design of systems to facilitate socially intelligent computing.  By better characterizing, understanding, and eventually designing for desired behaviors arising from computationally mediated groups of people at all scales, new forms of knowledge creation, new models of computation, new forms of culture, and new types of interaction will result.  Further, the investigation of such systems and their emergent behaviors and desired properties will inform the design of future systems.The SoCS program will support research in socially intelligent computing arising from human-computer partnerships that range in scale from a single person and computer to an Internet-scale array of machines and people.  The program seeks to create new knowledge about the capabilities these partnerships can demonstrate - new affordances and new emergent behaviors, as well as unanticipated consequences and fundamental limits.  The program also seeks to foster new ideas that support even greater capabilities for socially intelligent computing, such as the design and development of systems reflecting explicit knowledge about people's cognitive and social abilities, new models of collective, social, and participatory computing, and new algorithms that leverage the specific abilities of massive numbers of human participants.The SoCS program seeks to capitalize upon the collaborative knowledge and research methods of investigators in the computational and human sciences, recognizing that researchers in computer science and related disciplines often focus on the limits and capabilities of computation in isolation from the people that use computation, while researchers in the social sciences often focus on the use of technology or the capabilities of people with limited impact on how such knowledge can influence the design of new technologies.  Proposals that reflect collaborative efforts spanning computational and human centered approaches and perspectives are specifically encouraged."
167,https://www.nsf.gov/pubs/2004/nsf04531/nsf04531.htm,"NSF 04-531, NSF Funding Opportunity Document: Science and Technology Studies","The STS Program supports research and related activities that contribute to systematic understanding of the character and development of science and technology, including their cultural, intellectual, material, and social dimensions. The program supports research on the nature and development of technology and science, both in the past and present; on differences in the nature of theory and evidence in various fields of science and engineering; and on the interactions among science, technology and society. Proposals are welcomed from various disciplinary perspectives, including history of science, history of technology, philosophy of science, and various social sciences, including sociology, anthropology, and political science."
168,https://www.nsf.gov/pubs/2018/nsf18518/nsf18518.htm,National Robotics Initiative 2.0: Ubiquitous Collaborative Robots (NRI-2.0) (nsf18518) | NSF - National Science Foundation,"The NRI-2.0 program builds upon the original National Robotics Initiative (NRI) program to support fundamental research in the United States that will accelerate the development and use of collaborative robots (co-robots) that work beside or cooperatively with people. The focus of the NRI-2.0 program is on ubiquity, which in this context means seamless integration of co-robots to assist humans in every aspect of life."
169,https://www.nsf.gov/pubs/2010/nsf10600/nsf10600.htm,Social-Computational Systems (SoCS) (nsf10600),The Social-Computational Systems (SoCS) program seeks to reveal new understanding
170,https://www.nsf.gov/pubs/2013/nsf13564/nsf13564.htm,"NSF/EPRI Collaboration on ""Water for Energy""- Advanced Dry Cooling for Power Plants","The Directorate of Engineering at the National Science Foundation (NSF) and the Electric Power Research Institute (EPRI) have established a collaboration to jointly address the critical problem of water usage and consumption in power plant cooling. The ""water-for-energy"" issue is an important piece of the Energy-Water nexus. The goal of this collaboration is to"
171,https://www.nsf.gov/pubs/2003/nsf03580/nsf03580.htm,NSF Funding Opportunity Document: Cooperative Activities in Environmental Research between the National Science Foundation and the European Commission: Ecology and Oceanography of Harmful Algae,This program supports collaborative environmental research between U.S. scientists and engineers and their counterparts in the member countries of the European Union through an implementing arrangement between the National Science Foundation and the European Commission (EC).
172,https://www.nsf.gov/pubs/2010/nsf10533/nsf10533.htm,NSF/FDA SCHOLAR-IN-RESIDENCE AT FDA,"The National Science Foundation (NSF), through the Directorate for Engineering's Division of Chemical, Bioengineering, Environmental, and Transport Systems (CBET), and the U.S. Food and Drug Administration (FDA), through its Center for Devices and Radiological Health (CDRH) have established the NSF/FDA Scholar-in-Residence Program at FDA. This program comprises an interagency partnership for the investigation of scientific and engineering issues concerning emerging trends in medical device technology. This partnership is designed to enable investigators in science, engineering, and mathematics to develop research collaborations within the intramural research environment at the FDA. This solicitation features four flexible mechanisms for support of research at the FDA: 1) Faculty at FDA; 2) Graduate Student Fellowships; 3) Postdoctoral Fellowships; and, 4) Undergraduate Student Research Experiences. Undergraduate student participants supported with NSF funds must be citizens or permanent residents of the United States."
173,https://www.nsf.gov/pubs/2005/nsf05577/nsf05577.htm,Biological Databases and Informatics (BD&I),"The Biological Databases and Informatics (BD&I) program seeks to encourage new approaches to the management, analysis, and dissemination of biological knowledge for the benefit of both the scientific community and the broader public. The BD&I"
174,https://www.nsf.gov/pubs/2013/nsf13510/nsf13510.htm,Division of Molecular and Cellular Biosciences: Investigator-initiated research projects,"The Division of Molecular and Cellular Biosciences (MCB) supports quantitative, predictive, and theory-driven fundamental research and related activities designed to promote understanding of complex living systems at the molecular, subcellular, and cellular levels. MCB is soliciting proposals for hypothesis-driven and discovery research and related activities in four core clusters:"
